trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
195,False,"{'a': 0.75, 'e': 0.18407720014689558}",20,0,12.893652857351904,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
196,False,"{'a': 0.75, 'e': 0.18249459233323773}",25,3,-5.247450283999501,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.75, 'e': 0.18092559102538208}",35,0,10.563735604170185,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
198,False,"{'a': 0.75, 'e': 0.179370079241093}",20,10,16.070121845980516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.75, 'e': 0.17782794100389226}",25,18,10.828915981887539,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.75, 'e': 0.17629906133441195}",25,15,10.193818698534267,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.75, 'e': 0.17478332624182183}",25,16,-18.220468578562468,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.75, 'e': 0.17328062271533037}",20,8,7.802991040308612,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.75, 'e': 0.17179083871575881}",20,3,25.23134790587726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.75, 'e': 0.17031386316718766}",25,4,-19.09807206062804,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.75, 'e': 0.1688495859486753}",20,11,14.880096938850318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.75, 'e': 0.16739789788604711}",20,0,-33.28043837062036,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
207,False,"{'a': 0.75, 'e': 0.16595869074375605}",20,0,28.273505338928434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.75, 'e': 0.16453185721681246}",25,7,26.567090064826143,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.75, 'e': 0.16311729092278382}",20,9,2.7807189955232996,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.75, 'e': 0.16171488639386283}",25,0,21.422858651296615,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.75, 'e': 0.16032453906900412}",20,15,7.580816088792527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.75, 'e': 0.15894614528612813}",20,16,7.845040252256893,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.75, 'e': 0.1575796022743924}",35,22,22.76510970182915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.75, 'e': 0.15622480814652903}",20,9,-19.620790224116284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.75, 'e': 0.15488166189124813}",20,10,9.093592719366919,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.75, 'e': 0.15355006336570667}",25,0,26.160997087398464,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.75, 'e': 0.15222991328804197}",20,2,15.990590069359651,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.75, 'e': 0.15092111322996932}",25,14,21.39858415069802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.75, 'e': 0.14962356560944332}",20,0,18.216793483353072,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.75, 'e': 0.14833717368338248}",25,4,-59.93101161194595,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
221,False,"{'a': 0.75, 'e': 0.14706184154045604}",20,1,28.288696306099187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.14579747409393298}",25,5,-14.609954204515164,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.75, 'e': 0.1445439770745927}",25,15,-98.50262405942934,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 2}",1
224,False,"{'a': 0.75, 'e': 0.14330125702369625}",30,13,7.624156805786242,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.75, 'e': 0.1420692212860182}",20,0,23.47511463500843,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.75, 'e': 0.14084777800293852}",20,8,-19.78836737503687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.75, 'e': 0.13963683610559374}",30,16,-22.027048882768817,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.75, 'e': 0.13843630530808693}",20,13,14.519072864776614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.75, 'e': 0.13724609610075617}",20,8,6.628772461427405,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.75, 'e': 0.13606611974350086}",20,12,2.0388665148529177,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.75, 'e': 0.13489628825916533}",20,2,6.598706251187181,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.75, 'e': 0.13373651442697956}",20,12,14.887074392466731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.75, 'e': 0.1325867117760559}",20,11,12.341378547195777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.75, 'e': 0.1314467945789422}",20,13,13.59692807760101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.75, 'e': 0.13031667784522993}",30,0,-44.08291685594753,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
236,False,"{'a': 0.75, 'e': 0.1291962773152175}",25,11,13.601270443784914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.75, 'e': 0.12808550945362782}",20,9,-24.433577315507794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.75, 'e': 0.12698429144338053}",25,0,5.942617116000852,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
239,False,"{'a': 0.75, 'e': 0.12589254117941667}",20,6,-23.497506767429424,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.75, 'e': 0.1248101772625775}",20,14,10.32191434916427,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.75, 'e': 0.12373711899353522}",25,0,-27.308864702685373,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
242,False,"{'a': 0.75, 'e': 0.12267328636677641}",25,14,13.224835513636826,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.75, 'e': 0.12161860006463679}",20,14,10.102595229216575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.75, 'e': 0.12057298145138742}",20,16,8.27043758844902,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.75, 'e': 0.11953635256737186}",20,7,-65.30402560776078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
246,False,"{'a': 0.75, 'e': 0.11850863612319346}",20,13,10.590081299986212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.75, 'e': 0.11748975549395295}",20,5,16.824939313569235,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.75, 'e': 0.1164796347135353}",25,10,25.630487609119445,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.75, 'e': 0.11547819846894578}",25,15,17.845385035121815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.75, 'e': 0.11448537209469496}",20,7,-12.216750420537704,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.75, 'e': 0.11350108156723147}",20,0,-22.808911064793193,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
252,False,"{'a': 0.75, 'e': 0.11252525349942312}",30,15,29.517862139699563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.75, 'e': 0.1115578151350852}",20,16,6.410756727539532,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.75, 'e': 0.11059869434355593}",30,22,8.00370448274195,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.75, 'e': 0.10964781961431848}",20,14,11.023374376109729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.75, 'e': 0.1087051200516693}",25,14,19.965892494871714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.75, 'e': 0.10777052536943219}",25,1,30.45514637356457,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.75, 'e': 0.10684396588571793}",20,0,28.55702162044986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.75, 'e': 0.10592537251772889}",25,17,16.913886257182188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.75, 'e': 0.10501467677660832}",20,7,9.301810651375602,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.75, 'e': 0.10411181076233396}",30,7,38.72089495546697,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.75, 'e': 0.1032167071586554}",20,11,16.247644400202407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.75, 'e': 0.10232929922807538}",30,18,16.06913721313987,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.75, 'e': 0.10144952080687358}",25,20,10.147659428506197,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.75, 'e': 0.1005773063001738}",20,14,-8.372828067503814,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.75, 'e': 0.09971259067705322}",35,17,11.211656738706788,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.75, 'e': 0.09885530946569386}",25,0,28.592107008147963,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
268,False,"{'a': 0.75, 'e': 0.0980053987485756}",20,0,19.733046698970906,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.75, 'e': 0.0971627951577106}",20,0,-22.06434168748976,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
270,False,"{'a': 0.75, 'e': 0.09632743586991875}",25,0,37.36906685414438,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.75, 'e': 0.09549925860214359}",20,2,29.036656888973532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.75, 'e': 0.09467820160680862}",25,13,9.749034312772679,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.75, 'e': 0.09386420366721353}",25,20,8.781522613745327,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.75, 'e': 0.09305720409296986}",30,5,-24.140080334519734,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
275,False,"{'a': 0.75, 'e': 0.09225714271547629}",20,3,-13.25162296639678,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.75, 'e': 0.09146395988343221}",25,17,4.460114829426656,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.75, 'e': 0.09067759645839046}",20,0,31.6203152639977,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.75, 'e': 0.089897993810348}",25,10,21.9112292927126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.75, 'e': 0.08912509381337454}",20,8,17.844440342796045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.75, 'e': 0.08835883884127872}",20,14,12.84246545247591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.75, 'e': 0.08759917176331171}",20,0,25.272932930078305,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.75, 'e': 0.08684603593990751}",25,9,16.371219611096866,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.75, 'e': 0.08609937521846006}",20,8,-22.617617262914816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.75, 'e': 0.08535913392913659}",20,0,31.74857018665821,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.75, 'e': 0.08462525688072693}",25,13,20.097257297786562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.75, 'e': 0.08389768935652854}",20,10,12.750370613643794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.75, 'e': 0.08317637711026707}",25,0,27.990965161542576,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.75, 'e': 0.08246126636205157}",30,22,15.807429669691347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.75, 'e': 0.08175230379436497}",30,1,33.76215732388654,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 0.08104943654808873}",20,3,6.334064892618123,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.75, 'e': 0.08035261221856171}",30,0,40.141800007312014,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.75, 'e': 0.07966177885167307}",20,2,32.99134508191307,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.75, 'e': 0.07897688493998856}",25,2,-11.168227773450958,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.75, 'e': 0.07829787941891023}",30,15,24.965044468352254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.75, 'e': 0.07762471166286918}",20,8,20.52006531698122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.75, 'e': 0.0769573314815509}",25,13,18.7973644824188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.75, 'e': 0.07629568911615331}",25,16,15.469465703212173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.75, 'e': 0.07563973523567662}",20,10,20.501915219689664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.75, 'e': 0.07498942093324555}",30,17,21.086152675699363,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.75, 'e': 0.07434469772246266}",20,9,16.943004692115267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.75, 'e': 0.07370551753379342}",25,17,9.961281290244678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.75, 'e': 0.07307183271098217}",25,1,14.231242930534874,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.75, 'e': 0.07244359600749899}",25,18,13.641748779154874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.75, 'e': 0.07182076058301705}",20,10,16.683793640600655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.75, 'e': 0.07120327999992024}",20,9,-2.3219189376020424,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.75, 'e': 0.07059110821984094}",30,16,28.676385439190277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.75, 'e': 0.06998419960022735}",25,11,26.741109797314774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.75, 'e': 0.06938250889094057}",20,10,18.762839591800805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.75, 'e': 0.06878599123088076}",20,6,26.7217832187737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.75, 'e': 0.06819460214464235}",20,8,19.002008418691062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.75, 'e': 0.06760829753919816}",20,4,-13.334202726670362,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.75, 'e': 0.06702703370061165}",25,12,16.813617223041,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.75, 'e': 0.06645076729077794}",20,9,14.205859787010176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.75, 'e': 0.06587945534419237}",30,17,2.2983826649108625,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.75, 'e': 0.06531305526474722}",25,12,25.16965261087573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.75, 'e': 0.06475152482255575}",20,6,25.630544112386108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.75, 'e': 0.06419482215080358}",25,15,18.50348370771444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.75, 'e': 0.06364290574262721}",20,12,4.870922015019687,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.75, 'e': 0.06309573444801932}",30,12,-12.454650675492925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.75, 'e': 0.0625532674707607}",25,9,-8.791974756671475,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
321,False,"{'a': 0.75, 'e': 0.06201546436537854}",25,13,20.61506188010879,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.75, 'e': 0.06148228503413086}",25,13,9.70384714649898,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.75, 'e': 0.06095368972401689}",20,15,11.625930358297426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.75, 'e': 0.060429639023813264}",25,5,37.153245747076284,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.75, 'e': 0.05991009386113537}",30,18,23.742529840501316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.75, 'e': 0.05939501549952435}",25,16,19.921051594910853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.75, 'e': 0.05888436553555888}",20,2,5.415475802443,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.05837810589599194}",20,10,-20.952035751998636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.75, 'e': 0.05787619883491205}",20,12,2.132321528262511,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.75, 'e': 0.05737860693092909}",25,18,-26.006793151210054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.75, 'e': 0.05688529308438414}",25,11,20.004147100704927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.75, 'e': 0.05639622051458343}",20,13,14.367222705350141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.75, 'e': 0.05591135275705601}",30,16,23.055073352212393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.75, 'e': 0.05543065366083506}",25,17,16.389953626633968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 0.054954087385762435}",20,15,9.221188215436102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.75, 'e': 0.05448161839981665}",35,26,14.642769914253696,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.75, 'e': 0.05401321147646347}",20,6,24.85100570354662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.75, 'e': 0.053548831692029605}",25,13,19.371522361960217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.75, 'e': 0.05308844442309882}",20,4,4.533603121894819,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.75, 'e': 0.05263201534393047}",35,0,-47.60336469678714,"{0: 32, 1: 0, 2: 0, 3: 1, 4: 2}",0
341,False,"{'a': 0.75, 'e': 0.05217951042390022}",25,5,33.260805981071265,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.75, 'e': 0.051730895924962786}",25,17,14.153255562929766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.75, 'e': 0.05128613839913648}",20,0,24.38706513184361,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.75, 'e': 0.05084520468600938}",30,9,34.256050418679976,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.05040806191026694}",30,22,17.425101112774723,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 0.04997467747924086}",20,13,-29.84830870870471,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.75, 'e': 0.049545019080479}",20,0,24.639964433812025,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.75, 'e': 0.049119054679336326}",25,17,15.848438751630667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 0.0486967525165863}",20,0,31.77163963473561,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.75, 'e': 0.04827808110605305}",20,13,1.7180525511396771,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.75, 'e': 0.047863009232263824}",25,11,21.5152390356903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.75, 'e': 0.04745150594812157}",25,6,34.96223834268815,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.75, 'e': 0.0470435405725976}",30,16,23.698178722105293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.04663908268844406}",20,9,-23.343353594743885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.75, 'e': 0.046238102139926025}",25,15,17.460072591220342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.75, 'e': 0.04584056903057321}",20,4,28.14979389172193,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.75, 'e': 0.045446453720950866}",20,10,17.930242344033747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.75, 'e': 0.045055726826449975}",20,12,15.639509044348904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.75, 'e': 0.04466835921509629}",20,10,16.241486156318693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.75, 'e': 0.04428432200537845}",25,8,33.45258579960555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.75, 'e': 0.043903586564094446}",25,13,-29.621529848725686,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.75, 'e': 0.0435261245042169}",25,15,19.61152646674488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.75, 'e': 0.04315190768277651}",20,0,18.828896964137545,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
364,False,"{'a': 0.75, 'e': 0.042780908198763797}",20,10,17.458042463698334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.75, 'e': 0.04241309839104881}",20,16,8.350316532029908,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.75, 'e': 0.04204845083631879}",20,14,9.229776258943767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.75, 'e': 0.041686938347033534}",20,9,19.343557182881238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.75, 'e': 0.041328533969398284}",25,13,22.73651721937177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.75, 'e': 0.04097321098135415}",20,13,13.463900684265937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.75, 'e': 0.04062094289058573}",20,0,22.82608341476756,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.75, 'e': 0.040271703432545894}",30,12,30.6219081649649,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.75, 'e': 0.03992546656849756}",20,4,23.988814902515823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.75, 'e': 0.03958220648357223}",20,13,11.3585684524469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.75, 'e': 0.039241897584845344}",20,2,30.64102302472972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.75, 'e': 0.03890451449942805}",20,9,18.165301994566313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.75, 'e': 0.03857003207257548}",20,6,13.608518104464702,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.75, 'e': 0.038238425365811256}",20,6,26.613542316698577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.75, 'e': 0.03790966965506808}",25,2,20.081036591112216,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.75, 'e': 0.03758374042884441}",30,21,15.711223508322618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
