trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.75, 'e': 0.9400984348801324}",20,0,-64.70514805551525,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.75, 'e': 0.9394486902957598}",20,0,-95.8916532180132,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
184,False,"{'a': 0.75, 'e': 0.9387955508413122}",20,4,-55.5165825567478,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
185,False,"{'a': 0.75, 'e': 0.9381390188770284}",35,0,-117.08246216625878,"{0: 21, 1: 4, 2: 8, 3: 2, 4: 0}",0
186,False,"{'a': 0.75, 'e': 0.9374790967754074}",30,0,-130.42447265518422,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
187,False,"{'a': 0.75, 'e': 0.9368157869211985}",20,0,-172.0554869293955,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
188,False,"{'a': 0.75, 'e': 0.9361490917113936}",20,0,-67.22186566340531,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.75, 'e': 0.9354790135552179}",20,0,-196.2298881632546,"{0: 5, 1: 4, 2: 8, 3: 1, 4: 2}",0
190,False,"{'a': 0.75, 'e': 0.9348055548741219}",25,9,-87.78968113578989,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 2}",1
191,False,"{'a': 0.75, 'e': 0.9341287181017718}",20,0,-41.83149224194723,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
192,False,"{'a': 0.75, 'e': 0.9334485056840414}",20,0,-84.68224324364135,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
193,False,"{'a': 0.75, 'e': 0.932764920079003}",30,21,-47.36989096091644,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.75, 'e': 0.9320779637569185}",30,0,-142.34970524096664,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
195,False,"{'a': 0.75, 'e': 0.9313876392002307}",20,0,-112.57304011765812,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
196,False,"{'a': 0.75, 'e': 0.9306939489035536}",20,0,-51.979964536992625,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
197,False,"{'a': 0.75, 'e': 0.9299968953736646}",20,0,-143.6675810603124,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
198,False,"{'a': 0.75, 'e': 0.9292964811294941}",25,0,-137.47620361327174,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
199,False,"{'a': 0.75, 'e': 0.9285927087021176}",30,0,-122.45819158244501,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
200,False,"{'a': 0.75, 'e': 0.9278855806347458}",25,0,-137.4465281335627,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
201,False,"{'a': 0.75, 'e': 0.9271750994827156}",20,0,-49.92304328327501,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
202,False,"{'a': 0.75, 'e': 0.9264612678134807}",25,0,-39.29357945915925,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
203,False,"{'a': 0.75, 'e': 0.925744088206603}",25,0,-33.16153317698658,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
204,False,"{'a': 0.75, 'e': 0.9250235632537422}",20,10,-55.09034510959077,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
205,False,"{'a': 0.75, 'e': 0.9242996955586475}",25,0,-161.90885080614962,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
206,False,"{'a': 0.75, 'e': 0.9235724877371476}",25,1,-97.74389469690952,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 1}",1
207,False,"{'a': 0.75, 'e': 0.9228419424171411}",20,0,-42.362975436207904,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
208,False,"{'a': 0.75, 'e': 0.9221080622385875}",35,0,-227.40965003194995,"{0: 17, 1: 4, 2: 10, 3: 2, 4: 2}",0
209,False,"{'a': 0.75, 'e': 0.9213708498534975}",25,0,-140.8142408884167,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
210,False,"{'a': 0.75, 'e': 0.920630307925923}",25,9,-33.47666106744159,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
211,False,"{'a': 0.75, 'e': 0.9198864391319481}",30,0,-68.43881128202244,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
212,False,"{'a': 0.75, 'e': 0.9191392461596792}",30,0,-20.12240865641179,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.75, 'e': 0.918388731709235}",25,0,-70.22772254614576,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
214,False,"{'a': 0.75, 'e': 0.9176348984927368}",20,0,-79.9391959528072,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
215,False,"{'a': 0.75, 'e': 0.9168777492342995}",25,9,-24.207073880833725,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.75, 'e': 0.9161172866700207}",20,0,-133.4345792659173,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
217,False,"{'a': 0.75, 'e': 0.9153535135479711}",20,0,-126.16733929008613,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
218,False,"{'a': 0.75, 'e': 0.9145864326281852}",25,0,-137.1793161792499,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
219,False,"{'a': 0.75, 'e': 0.9138160466826502}",25,0,-106.33399993491173,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
220,False,"{'a': 0.75, 'e': 0.9130423584952971}",25,15,-5.708974636505889,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.75, 'e': 0.9122653708619901}",25,4,-59.07533361004094,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.9114850865905164}",20,0,-148.92978209597499,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
223,False,"{'a': 0.75, 'e': 0.9107015085005762}",20,0,-69.63610718815619,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
224,False,"{'a': 0.75, 'e': 0.9099146394237726}",25,11,-61.558440271618835,"{0: 7, 1: 2, 2: 4, 3: 1, 4: 0}",1
225,False,"{'a': 0.75, 'e': 0.9091244822036013}",30,0,-158.54223962359555,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
226,False,"{'a': 0.75, 'e': 0.9083310396954403}",20,0,-148.43869162273708,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
227,False,"{'a': 0.75, 'e': 0.9075343147665396}",25,0,-179.3199806223696,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
228,False,"{'a': 0.75, 'e': 0.9067343102960106}",20,0,-110.70501645733245,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
229,False,"{'a': 0.75, 'e': 0.9059310291748164}",30,21,-0.6883585120039895,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.75, 'e': 0.9051244743057604}",20,0,-133.86954543165987,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
231,False,"{'a': 0.75, 'e': 0.9043146486034765}",25,0,-21.351612737799154,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
232,False,"{'a': 0.75, 'e': 0.9035015549944185}",20,0,-137.2088696113238,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
233,False,"{'a': 0.75, 'e': 0.9026851964168491}",30,0,-48.3233154296222,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
234,False,"{'a': 0.75, 'e': 0.9018655758208297}",20,0,-46.016854292636175,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
235,False,"{'a': 0.75, 'e': 0.9010426961682096}",30,0,-123.70018568672282,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
236,False,"{'a': 0.75, 'e': 0.9002165604326153}",35,0,-143.01718403946532,"{0: 19, 1: 5, 2: 8, 3: 3, 4: 0}",0
237,False,"{'a': 0.75, 'e': 0.8993871715994397}",20,6,-95.89019645329878,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 1}",1
238,False,"{'a': 0.75, 'e': 0.8985545326658314}",25,0,-96.16662391455974,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
239,False,"{'a': 0.75, 'e': 0.8977186466406839}",30,0,-180.5863397618695,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
240,False,"{'a': 0.75, 'e': 0.8968795165446245}",20,12,-39.77621463189352,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
241,False,"{'a': 0.75, 'e': 0.8960371454100038}",25,0,-134.14743073559143,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
242,False,"{'a': 0.75, 'e': 0.8951915362808841}",25,3,-108.04938433870142,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 2}",1
243,False,"{'a': 0.75, 'e': 0.8943426922130292}",20,0,-62.90925549235057,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
244,False,"{'a': 0.75, 'e': 0.8934906162738928}",30,0,-118.12142418618956,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",1
245,False,"{'a': 0.75, 'e': 0.8926353115426073}",30,0,-87.85125587235282,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
246,False,"{'a': 0.75, 'e': 0.8917767811099734}",25,0,-116.0272164138396,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
247,False,"{'a': 0.75, 'e': 0.890915028078448}",20,0,-119.0909728279728,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
248,False,"{'a': 0.75, 'e': 0.8900500555621339}",25,0,-85.52148913764003,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
249,False,"{'a': 0.75, 'e': 0.8891818666867676}",20,0,-168.6855533021287,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
250,False,"{'a': 0.75, 'e': 0.888310464589709}",30,0,-164.66474000931683,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
251,False,"{'a': 0.75, 'e': 0.8874358524199292}",25,0,-170.97648638466544,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
252,False,"{'a': 0.75, 'e': 0.8865580333379995}",20,0,-6.791632669068324,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
253,False,"{'a': 0.75, 'e': 0.8856770105160805}",30,0,-60.59485413953027,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
254,False,"{'a': 0.75, 'e': 0.8847927871379093}",20,0,-84.96437947416482,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
255,False,"{'a': 0.75, 'e': 0.8839053663987894}",25,0,-117.76610533784934,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
256,False,"{'a': 0.75, 'e': 0.8830147515055782}",30,5,-35.04328198777927,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
257,False,"{'a': 0.75, 'e': 0.882120945676676}",20,0,-93.3912816315881,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
258,False,"{'a': 0.75, 'e': 0.8812239521420139}",20,0,-34.94197540653894,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
259,False,"{'a': 0.75, 'e': 0.8803237741430426}",20,5,-24.074109173979814,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
260,False,"{'a': 0.75, 'e': 0.8794204149327203}",20,0,-86.58826285114418,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
261,False,"{'a': 0.75, 'e': 0.878513877775501}",20,0,8.195408188676247,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.75, 'e': 0.8776041659473233}",25,9,-35.79398406191793,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
263,False,"{'a': 0.75, 'e': 0.8766912827355973}",30,0,-162.87741016071362,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
264,False,"{'a': 0.75, 'e': 0.8757752314391939}",35,0,-245.73568522189072,"{0: 20, 1: 1, 2: 7, 3: 4, 4: 3}",0
265,False,"{'a': 0.75, 'e': 0.8748560153684325}",25,14,-55.081117992728444,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
266,False,"{'a': 0.75, 'e': 0.8739336378450688}",35,7,-116.74461515672989,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 2}",1
267,False,"{'a': 0.75, 'e': 0.8730081022022832}",20,0,-57.4787053705392,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
268,False,"{'a': 0.75, 'e': 0.8720794117846683}",20,0,-157.61295196011545,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
269,False,"{'a': 0.75, 'e': 0.8711475699482173}",30,14,-62.818802584770154,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
270,False,"{'a': 0.75, 'e': 0.8702125800603115}",25,0,-96.86417227141436,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
271,False,"{'a': 0.75, 'e': 0.8692744454997082}",30,0,-83.25963634367695,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.75, 'e': 0.8683331696565287}",20,0,-50.28965111672303,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
273,False,"{'a': 0.75, 'e': 0.8673887559322457}",20,0,-84.01389386927879,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
274,False,"{'a': 0.75, 'e': 0.8664412077396716}",20,6,-12.108376704331768,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.75, 'e': 0.8654905285029453}",25,0,-87.2480160909311,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
276,False,"{'a': 0.75, 'e': 0.8645367216575205}",20,0,-52.479979433751346,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
277,False,"{'a': 0.75, 'e': 0.8635797906501531}",25,0,-190.35341315175893,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
278,False,"{'a': 0.75, 'e': 0.8626197389388889}",20,0,-42.89501654511304,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
279,False,"{'a': 0.75, 'e': 0.8616565699930505}",20,2,-27.702149613163165,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
280,False,"{'a': 0.75, 'e': 0.8606902872932257}",20,0,-24.638543791767454,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
281,False,"{'a': 0.75, 'e': 0.8597208943312542}",30,0,-66.91086569672636,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
282,False,"{'a': 0.75, 'e': 0.858748394610215}",35,0,-109.15256435567929,"{0: 23, 1: 5, 2: 5, 3: 1, 4: 1}",0
283,False,"{'a': 0.75, 'e': 0.8577727916444142}",25,0,-129.7116902017475,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
284,False,"{'a': 0.75, 'e': 0.8567940889593721}",25,0,-89.54207794133761,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
285,False,"{'a': 0.75, 'e': 0.8558122900918103}",25,0,-43.93901104844768,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
286,False,"{'a': 0.75, 'e': 0.8548273985896387}",35,0,-128.13435800292126,"{0: 22, 1: 9, 2: 1, 3: 1, 4: 2}",0
287,False,"{'a': 0.75, 'e': 0.8538394180119436}",25,0,-33.278413472461,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
288,False,"{'a': 0.75, 'e': 0.8528483519289739}",25,0,-11.683097684422613,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
289,False,"{'a': 0.75, 'e': 0.8518542039221285}",25,0,-93.84714320280752,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
290,False,"{'a': 0.75, 'e': 0.8508569775839435}",20,0,-108.76469314072028,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
291,False,"{'a': 0.75, 'e': 0.8498566765180792}",20,0,-67.84735315592691,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
292,False,"{'a': 0.75, 'e': 0.8488533043393067}",20,0,-131.2847726205021,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
293,False,"{'a': 0.75, 'e': 0.8478468646734956}",20,8,13.281434952250756,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.75, 'e': 0.8468373611575999}",30,10,-58.45592788388254,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
295,False,"{'a': 0.75, 'e': 0.8458247974396457}",20,9,-17.18512159401179,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.75, 'e': 0.8448091771787176}",20,0,-27.540061925086114,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.75, 'e': 0.8437905040449457}",20,10,-114.25178150031275,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 2}",1
298,False,"{'a': 0.75, 'e': 0.8427687817194921}",20,0,-153.862972372779,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
299,False,"{'a': 0.75, 'e': 0.8417440138945378}",25,0,-174.37997236377984,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
300,False,"{'a': 0.75, 'e': 0.840716204273269}",20,0,-44.734680016067216,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
301,False,"{'a': 0.75, 'e': 0.8396853565698643}",20,0,-16.922157996769343,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
302,False,"{'a': 0.75, 'e': 0.838651474509481}",20,0,-68.48687431124166,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
303,False,"{'a': 0.75, 'e': 0.8376145618282413}",30,0,-174.1261224364227,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
304,False,"{'a': 0.75, 'e': 0.8365746222732193}",30,13,-16.68408149428033,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
305,False,"{'a': 0.75, 'e': 0.8355316596024275}",20,0,-16.811928849071506,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
306,False,"{'a': 0.75, 'e': 0.8344856775848023}",25,0,-70.91041771809788,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
307,False,"{'a': 0.75, 'e': 0.8334366800001918}",25,0,-91.53025119810333,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
308,False,"{'a': 0.75, 'e': 0.8323846706393409}",30,0,-64.43437532479514,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
309,False,"{'a': 0.75, 'e': 0.8313296533038783}",20,0,-135.34037031573885,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
310,False,"{'a': 0.75, 'e': 0.8302716318063028}",20,0,-36.96057175131436,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
311,False,"{'a': 0.75, 'e': 0.8292106099699688}",25,0,-50.272064065516965,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
312,False,"{'a': 0.75, 'e': 0.8281465916290733}",20,0,-31.504066414884054,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
313,False,"{'a': 0.75, 'e': 0.8270795806286417}",25,0,-126.94200281795855,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
314,False,"{'a': 0.75, 'e': 0.8260095808245138}",20,0,-40.762484720520725,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
315,False,"{'a': 0.75, 'e': 0.82493659608333}",25,0,-121.43288210984566,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
316,False,"{'a': 0.75, 'e': 0.8238606302825177}",30,11,-61.663582300677795,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
317,False,"{'a': 0.75, 'e': 0.8227816873102761}",20,0,-75.47425423865013,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
318,False,"{'a': 0.75, 'e': 0.8216997710655638}",20,9,-35.087612153621784,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
319,False,"{'a': 0.75, 'e': 0.8206148854580833}",20,0,-71.93416489216786,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
320,False,"{'a': 0.75, 'e': 0.8195270344082677}",30,0,-172.85685750277912,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
321,False,"{'a': 0.75, 'e': 0.8184362218472663}",20,0,-173.47362166501824,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
322,False,"{'a': 0.75, 'e': 0.8173424517169302}",20,0,-89.56915207067767,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
323,False,"{'a': 0.75, 'e': 0.8162457279697983}",20,0,-128.63954328090009,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
324,False,"{'a': 0.75, 'e': 0.815146054569083}",20,0,-57.853236072237955,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
325,False,"{'a': 0.75, 'e': 0.8140434354886554}",20,0,-80.4776952184402,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
326,False,"{'a': 0.75, 'e': 0.8129378747130322}",20,0,-54.392024737396724,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
327,False,"{'a': 0.75, 'e': 0.8118293762373596}",20,0,-32.8113041528174,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
328,False,"{'a': 0.75, 'e': 0.8107179440674003}",30,0,-94.60653634306867,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
329,False,"{'a': 0.75, 'e': 0.8096035822195179}",25,0,-87.31058717569358,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
330,False,"{'a': 0.75, 'e': 0.8084862947206636}",20,0,-30.06134033075803,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
331,False,"{'a': 0.75, 'e': 0.8073660856083603}",20,0,-16.408252131367362,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
332,False,"{'a': 0.75, 'e': 0.8062429589306891}",25,0,-40.66340900601029,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
333,False,"{'a': 0.75, 'e': 0.8051169187462743}",20,15,-3.548557407195262,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.75, 'e': 0.8039879691242684}",25,0,-46.095314623402444,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
335,False,"{'a': 0.75, 'e': 0.8028561141443379}",25,0,-127.34653450061698,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
336,False,"{'a': 0.75, 'e': 0.8017213578966481}",25,0,-118.03834326180146,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
337,False,"{'a': 0.75, 'e': 0.800583704481849}",20,10,4.911508514443283,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.75, 'e': 0.7994431580110597}",30,0,-82.0572538604355,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
339,False,"{'a': 0.75, 'e': 0.7982997226058539}",20,0,-32.76830198406396,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
340,False,"{'a': 0.75, 'e': 0.7971534023982451}",30,0,-90.17858525226087,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
341,False,"{'a': 0.75, 'e': 0.7960042015306715}",25,0,-99.09904685772912,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
342,False,"{'a': 0.75, 'e': 0.7948521241559813}",35,0,-115.19792461302654,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 2}",0
343,False,"{'a': 0.75, 'e': 0.793697174437417}",25,0,-83.51395507291838,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
344,False,"{'a': 0.75, 'e': 0.7925393565486015}",25,0,-189.4635692572737,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
345,False,"{'a': 0.75, 'e': 0.7913786746735217}",20,0,-80.23083370088163,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
346,False,"{'a': 0.75, 'e': 0.7902151330065146}",25,0,-171.6431459765849,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
347,False,"{'a': 0.75, 'e': 0.7890487357522511}",20,1,-105.96328030615904,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 2}",1
348,False,"{'a': 0.75, 'e': 0.7878794871257218}",20,0,-35.1971890837099,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
349,False,"{'a': 0.75, 'e': 0.7867073913522206}",20,0,-87.5202454617649,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
350,False,"{'a': 0.75, 'e': 0.7855324526673307}",20,0,-101.98025610368879,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
351,False,"{'a': 0.75, 'e': 0.7843546753169085}",25,10,-54.423974694613264,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
352,False,"{'a': 0.75, 'e': 0.7831740635570682}",20,6,-91.00171831044,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
353,False,"{'a': 0.75, 'e': 0.781990621654167}",30,0,-157.19038722005888,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
354,False,"{'a': 0.75, 'e': 0.780804353884789}",20,0,-61.05861813868456,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
355,False,"{'a': 0.75, 'e': 0.7796152645357305}",25,2,-182.55348068464357,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 4}",1
356,False,"{'a': 0.75, 'e': 0.7784233579039835}",35,4,-131.30570825795817,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 2}",1
357,False,"{'a': 0.75, 'e': 0.7772286382967216}",20,0,-90.28226450009774,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
358,False,"{'a': 0.75, 'e': 0.7760311100312829}",20,3,-34.13996475232707,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.75, 'e': 0.7748307774351554}",30,0,-89.37062939942258,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
360,False,"{'a': 0.75, 'e': 0.7736276448459608}",20,0,-78.99788601972006,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
361,False,"{'a': 0.75, 'e': 0.7724217166114394}",30,0,-115.56581970106092,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 3}",0
362,False,"{'a': 0.75, 'e': 0.7712129970894341}",30,0,-53.68540636663554,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
363,False,"{'a': 0.75, 'e': 0.7700014906478744}",25,5,-135.08483444996324,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",1
364,False,"{'a': 0.75, 'e': 0.7687872016647609}",20,0,-6.449017639791593,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
365,False,"{'a': 0.75, 'e': 0.7675701345281494}",30,0,-186.32745201641563,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 4}",0
